fold,seed,policy,tau_overlap,tau_dual,tau_rgb_uncertain,margin,AP50,smoke_AP50,fire_AP50,person_AP50,delta_AP50_vs_rgb,dual_acceptance_ratio,n_rgb_boxes,n_dual_boxes,n_output_boxes
fold2,42,GateA,0.7,0.1,,,0.2573901428108046,0.5147789413524972,1.3442691119220539e-06,0,0.005197024616396206,0.1514546167170293,39807,79093,51786
fold2,42,GateA,0.7,0.2,,,0.2525339052097614,0.5050656184801605,2.1919393621894842e-06,0,0.0003407870153530057,0.03771509488829606,39807,79093,42790
fold2,42,GateA,0.7,0.3,,,0.25258624774164773,0.5051686874101805,3.8080731150038083e-06,0,0.000393129547239357,0.007257279405257102,39807,79093,40381
fold2,42,GateB,0.5,0.05,0.3,0.05,0.2584102888674114,0.5168196806080507,8.97126772087037e-07,0,0.006217170673003036,0.32583161594578536,39807,79093,65578
fold2,42,GateB,0.5,0.05,0.3,0.1,0.25857389452266594,0.5171468660482126,9.229971193259906e-07,0,0.006380776328257565,0.3045149381108316,39807,79093,63892
fold2,42,GateB,0.5,0.05,0.3,0.2,0.25784890909781233,0.5156968669700339,9.512255907586532e-07,0,0.005655790903403957,0.2834637704980213,39807,79093,62227
fold2,42,GateB,0.5,0.05,0.5,0.05,0.2590109142675522,0.5180209314354276,8.970996767450832e-07,0,0.006817796073143811,0.3260465527922825,39807,79093,65595
fold2,42,GateB,0.5,0.05,0.5,0.1,0.2591765397129433,0.5183521564287673,9.229971193259906e-07,0,0.006983421518534927,0.3046793015816823,39807,79093,63905
fold2,42,GateB,0.5,0.05,0.5,0.2,0.2578876291189847,0.5157743070123787,9.512255907586532e-07,0,0.005694510924576346,0.2835017005297561,39807,79093,62230
fold2,42,GateB,0.5,0.05,0.7,0.05,0.15873479112111208,0.3174686851425474,8.970996767450832e-07,0,-0.0934583270732963,0.3409151252323214,39807,79093,66771
fold2,42,GateB,0.5,0.05,0.7,0.1,0.15889291774759656,0.3177849124980738,9.229971193259906e-07,0,-0.09330020044681181,0.31954787402172125,39807,79093,65081
fold2,42,GateB,0.5,0.05,0.7,0.2,0.15809743604797571,0.3161939208703607,9.512255907586532e-07,0,-0.09409568214643266,0.29833234293806027,39807,79093,63403
fold2,42,GateB,0.5,0.1,0.3,0.05,0.2538007404421093,0.5076001042170747,1.3766671439112766e-06,0,0.001607622247700946,0.1610256280581088,39807,79093,52543
fold2,42,GateB,0.5,0.1,0.3,0.1,0.2538262680037129,0.5076511562707899,1.379736635870945e-06,0,0.0016331498093045127,0.1571567648211599,39807,79093,52237
fold2,42,GateB,0.5,0.1,0.3,0.2,0.2540318142024962,0.5080621998281216,1.4285768707690315e-06,0,0.0018386960080878367,0.13913999974713312,39807,79093,50812
fold2,42,GateB,0.5,0.1,0.5,0.05,0.2544086575048195,0.5088159384062976,1.3766033413834038e-06,0,0.00221553931041113,0.16124056490460598,39807,79093,52560
fold2,42,GateB,0.5,0.1,0.5,0.1,0.2544353795068822,0.5088693792771286,1.379736635870945e-06,0,0.0022422613124738477,0.15732112829201067,39807,79093,52250
fold2,42,GateB,0.5,0.1,0.5,0.2,0.25407148123148054,0.5081415338860903,1.4285768707690315e-06,0,0.0018783630370721727,0.13917792977886792,39807,79093,50815
fold2,42,GateB,0.5,0.1,0.7,0.05,0.15420476295456384,0.3084081493057863,1.3766033413834038e-06,0,-0.09798835523984453,0.169003578066327,39807,79093,53174
fold2,42,GateB,0.5,0.1,0.7,0.1,0.15423147666511625,0.3084615735935966,1.379736635870945e-06,0,-0.09796164152929213,0.16508414145373168,39807,79093,52864
fold2,42,GateB,0.5,0.1,0.7,0.2,0.15428128816047154,0.30856114774407234,1.4285768707690315e-06,0,-0.09791183003393683,0.14690301290885413,39807,79093,51426
fold2,42,GateB,0.5,0.2,0.3,0.05,0.2489637705100111,0.49792532553778923,2.215482232940233e-06,0,-0.0032293476843972824,0.04346781636807303,39807,79093,43245
fold2,42,GateB,0.5,0.2,0.3,0.1,0.24896377075793882,0.49792532553778923,2.215978088408662e-06,0,-0.0032293474364695485,0.04318966280201788,39807,79093,43223
fold2,42,GateB,0.5,0.2,0.3,0.2,0.24896377199924405,0.49792532553778923,2.2184606988594894e-06,0,-0.003229346195164323,0.04133109124701301,39807,79093,43076
