source,method,fold,seed,tau_overlap,tau_dual,AP50,smoke_AP50,fire_AP50,person_AP50,delta_AP50_vs_rgb,acceptance_ratio,notes
G1a,GateA,2,1337,0.6,0.3,0.254185806819919,0.508361455305263,1.0158334574907559e-05,0.0,-0.00011115867497080156,0.003317611319849708,"GateA locked: tau_overlap=0.7, tau_dual=0.05"
G1a,GateA,2,1337,0.7,0.05,0.25516883714904004,0.5103321109022575,5.5633958226315235e-06,0.0,0.000871871654150258,0.13562235190662722,"GateA locked: tau_overlap=0.7, tau_dual=0.05"
G1a,GateA,2,1337,0.7,0.1,0.25531652995034554,0.5106258152737894,7.244626901714561e-06,0.0,0.001019564455455757,0.06703173714925253,"GateA locked: tau_overlap=0.7, tau_dual=0.05"
G1a,GateA,2,1337,0.7,0.2,0.25548361193420216,0.5109587807273307,8.443141073629819e-06,0.0,0.0011866464393123777,0.03281637221200735,"GateA locked: tau_overlap=0.7, tau_dual=0.05"
G1a,GateA,2,1337,0.7,0.3,0.2548091029077194,0.5096080474808639,1.0158334574907559e-05,0.0,0.0005121374128296274,0.004556719162203213,"GateA locked: tau_overlap=0.7, tau_dual=0.05"
R-Fuse,rgb_only,1,42,0.0,0.0,0.07191011803599907,0.0,0.2157303541079972,0.0,0.0,0.0,
R-Fuse,dual_only,1,42,0.0,0.0,0.22311730700256707,0.0,0.6693519210077012,0.0,0.15120718896656798,1.0,
R-Fuse,g1a_gateA,1,42,0.0,0.0,0.17988063135101298,0.0,0.539641894053039,0.0,0.10797051331501391,0.28120268224096906,
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.20577129052555398,0.0,0.617313871576662,0.0,0.13386117248955492,0.34923210036772656,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.21357020230894838,0.0,0.6407106069268451,0.0,0.1416600842729493,0.36523902227990485,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.21784821531419996,0.0,0.6535446459425999,0.0,0.1459380972782009,0.3734587929915639,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.21795943547883911,0.0,0.6538783064365173,0.0,0.14604931744284005,0.37399956738048884,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.20522555060597616,0.0,0.6156766518179285,0.0,0.13331543256997708,0.3399307808782176,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.21317640201393373,0.0,0.6395292060418012,0.0,0.14126628397793467,0.3555050832792559,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.03,0.21732733163945395,0.0,0.6519819949183618,0.0,0.1454172136034549,0.36361669911313,R-Fuse rule v1
