run_id,route,label,status,run_class,command,output_path,log_path,checkpoint_path,results_csv,notes
f9_p2_yolov11_rgbt_early_fold2_seed2024,P2_YOLOV11_RGBT_COMPLETION,OFFICIAL_REPRODUCTION,completed,formal_completion,python tools/run_f5_yolov11_rgbt_fold2.py --mode early --seed 2024 --epochs 80 --batch 8 --workers 2,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_early_fold2_nirfree_seed2024,/mnt/topic2_workspace/runs/f9_external_baseline_rescue_20260614/logs/p2_early_seed2024.log,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_early_fold2_nirfree_seed2024/weights/best.pt,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_early_fold2_nirfree_seed2024/results.csv,best_epoch=30; final_best_ratio=0.243048
f9_p2_yolov11_rgbt_late_fold2_seed2024,P2_YOLOV11_RGBT_COMPLETION,OFFICIAL_REPRODUCTION,completed,formal_completion,python tools/run_f5_yolov11_rgbt_fold2.py --mode late --seed 2024 --epochs 80 --batch 8 --workers 2,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_late_fold2_nirfree_seed2024,/mnt/topic2_workspace/runs/f9_external_baseline_rescue_20260614/logs/p2_late_seed2024.log,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_late_fold2_nirfree_seed2024/weights/best.pt,/mnt/topic2_workspace/runs/f5_yolov11_rgbt_fold2_nirfree/yolov11rgbt_late_fold2_nirfree_seed2024/results.csv,best_epoch=40; final_best_ratio=0.676879
